"ONTOLOGY"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalues"	"rank"	"leading_edge"	"core_enrichment"
"BP"	"GO:0010586"	"miRNA metabolic process"	25	-0.562202561470097	-1.84873577676891	0.00172228638583267	0.0216893559177496	0.0170258059194443	4045	c("tags=60%", "list=28%", "signal=44%")	"Lin28b;Ago4;Khsrp;Tut4;Ago1;Ddx17;Papd5;Drosha;Papd4;Trim71;Rc3h2;Rc3h1;Ago2;Ep300"
"BP"	"GO:0010608"	"posttranscriptional regulation of gene expression"	388	-0.266464321752446	-1.4053725454471	0.00174130372434138	0.0218665206778051	0.0171648774913208	2947	c("tags=27%", "list=20%", "signal=22%")	"Patl1;Smg7;Clp1;Ptcd3;Ago1;Fastkd3;Syncrip;Malsu1;Mapk3;Epb41l5;Fxr1;Fastkd2;Dnajc1;Trmt10c;Drosha;Cnot7;Larp4;Larp4b;Impact;Dhx36;Ythdf2;Ncor1;Dgcr8;Ago3;Rpl26;Otud6b;Ptk2b;Map2k1;Nanos2;Gemin5;Tia1;Hnrnpc;Ltn1;Noct;Cnot9;Papd4;Eif2ak1;Caprin1;Hnrnpa0;Rbm4;Per1;Adar;Tob1;Tpr;Foxo3;Eif4g2;Rps6kb1;Prkca;Pum1;Fmr1;Cpeb4;Eif4g3;Uhmk1;Gapdh;Cnot1;Nanos1;Ogfod1;Tsc1;Hbb-bs;Ythdf3;Cpeb1;Rpl38;Ddx5;Eif4ebp2;Matr3;Hnrnpu;Apex1;Ncor2;Tnrc6a;Trim71;Dapk1;Ppp3ca;Mettl16;Bank1;Ythdf1;Cpeb3;Hnrnpd;Nudt21;Lsm14a;Enc1;Polr2d;Ireb2;Helz;Rc3h2;Cnot6;Pum2;Igfbp5;Zfp706;Xrn1;Cnot6l;Tnrc6b;Elavl1;Rc3h1;Khdrbs1;Ago2;Mecp2;Dhx9;Padi6;Ep300;Grm5;Mapk1;Cpeb2"
"BP"	"GO:0035195"	"gene silencing by miRNA"	65	-0.42840543647957	-1.7459590970398	0.0017452361142115	0.0218665206778051	0.0171648774913208	4045	c("tags=46%", "list=28%", "signal=34%")	"Lin28b;Ago4;Tut4;Zc3h7a;Rbm3;Wtip;Ago1;Fxr1;Drosha;Ncor1;Dgcr8;Ago3;Map2k1;Rbm4;Adar;Pum1;Fmr1;Cnot1;Ddx5;Ncor2;Tnrc6a;Trim71;Ppp3ca;Pum2;Tnrc6b;Elavl1;Ago2;Mecp2;Dhx9"
"MF"	"GO:0004620"	"phospholipase activity"	65	0.425300592868176	1.72454347729686	0.00175455889600789	0.0218861349596965	0.0171802743965124	2003	c("tags=31%", "list=14%", "signal=27%")	"Lipg;Smpd2;Abhd4;Prdx6;Ccr1;Smpdl3a;Aspg;Pla2g7;Plcg2;Abhd3;Gpld1;Smpd1;Pla1a;Lcat;Plch2;Pla2g5;Pla2g12a;Plcl2;Smpd4;Ddhd1"
"BP"	"GO:0031214"	"biomineral tissue development"	119	0.357039686291007	1.61344198846754	0.00175615146313069	0.0218861349596965	0.0171802743965124	3615	c("tags=36%", "list=25%", "signal=27%")	"Ecm1;Ptn;Phex;Bglap2;S1pr1;Tbx1;Ptgs2;Nos3;Enpp1;Cd276;Ccr1;Col1a1;Mmp13;Bglap;Ibsp;Dmp1;Rflna;Eif2ak3;Ostn;Pkdcc;Srgn;Nell1;Fzd9;Wnt10b;Bmp2;Tuft1;Tgfb1;Gas6;Fgf23;Fgfr3;Fgfr2;Bcor;Fam20a;Fbxo5;Actn3;Trpm4;Sbno2;Nectin1;Spp1;Itgb1bp1;Atf4;Pth1r;Notch1"
"CC"	"GO:0098688"	"parallel fiber to Purkinje cell synapse"	33	-0.522865151007999	-1.842037811143	0.00176013595532896	0.0218861349596965	0.0171802743965124	2693	c("tags=58%", "list=18%", "signal=47%")	"Atp2b2;Slc1a6;Calb2;Atp2b3;Grid2;Cadm3;Snap91;Kcnj6;Ppp3r1;Cntn6;Gria3;Synj1;Kcnj3;Grin2a;Scn8a;Slc16a7;Pclo;Grin2b"
"BP"	"GO:0019226"	"transmission of nerve impulse"	69	-0.419355699147593	-1.72847462578021	0.00178527955854905	0.0221428628370165	0.0173818017738092	2672	c("tags=41%", "list=18%", "signal=33%")	"Cacng3;P2rx5;Trpa1;Cacng5;Drd5;Chrm5;Scn9a;Jam3;Scn3a;Dpp6;Kcnmb2;Fmr1;Pafah1b1;Nfasc;Tnr;Gria1;Kcnq2;Cntnap1;Grik2;Nrcam;Kcnma1;Scn8a;Kcna2;Scn2a;Ank3;Cacna1e;Ntrk3"
"BP"	"GO:0070588"	"calcium ion transmembrane transport"	223	-0.302097020035431	-1.49826627019872	0.00179423398442279	0.0221744339962516	0.017406584641121	2653	c("tags=26%", "list=18%", "signal=22%")	"Ero1l;Cacng3;Ubqln1;Trpa1;Sumo1;Trpm6;Slc24a2;Trpv6;Cacng5;Mcub;Ptk2b;Slc9a1;Prkd1;Ntsr1;Atp2b1;Tspan13;Dbi;Cemip;Ank2;Sestd1;Htr2c;Fmr1;Ahnak;Sln;Diaph1;Slc8a2;Trpm7;Oprl1;Trpc1;Trpc6;Itpr1;Trpc5;Myo5a;Trpc4;Pkd1;Fgf14;Prnp;Akap6;Nalcn;Htt;Cacna1b;Cacna1c;Cacna1d;Dmd;Cacna2d1;Grin2a;Fkbp1a;Ptger3;Prkce;Ryr3;Cacnb2;Ryr2;Nos1ap;Slc24a4;Cacna1e;Atp2b4;Grin2b"
"MF"	"GO:0015081"	"sodium ion transmembrane transporter activity"	93	-0.380134363826461	-1.65706454140211	0.00180110899745012	0.0221744339962516	0.017406584641121	2405	c("tags=31%", "list=16%", "signal=26%")	"Slc24a2;Scnn1a;Slc22a1;Scn9a;Slc9a1;Slc12a2;Scn3a;Atp1b2;Slc9a7;Slc8a2;Slc22a3;Slc6a5;Grik2;Slc4a10;Slc6a7;Slc4a7;Slc9a4;Nalcn;Gria2;Slc9a6;Slc6a15;Scn8a;Atp1a3;Scn2a;Scn3b;Grik3;Slc4a8;Slc24a4"
"CC"	"GO:0031248"	"protein acetyltransferase complex"	88	-0.385487766113566	-1.66310857047185	0.00180684978784741	0.0221744339962516	0.017406584641121	4136	c("tags=44%", "list=28%", "signal=32%")	"Taf2;Sgf29;Supt3;Kat6b;Naa38;Dr1;Phf10;Ak6;Ing4;Jade3;Epc1;Morf4l2;Naa16;Ing3;Zzz3;Naa30;Kansl1;Kansl2;Taf4;Taf9b;Naa35;Msl1;Rsf1;Kansl1l;Kat6a;Phf20;Tada2b;Naa15;Ep400;Hcfc1;Naa50;Epc2;Brpf3;Msl2;Ogt;Crebbp;Ep300;Trrap"
"CC"	"GO:1902493"	"acetyltransferase complex"	88	-0.385487766113566	-1.66310857047185	0.00180684978784741	0.0221744339962516	0.017406584641121	4136	c("tags=44%", "list=28%", "signal=32%")	"Taf2;Sgf29;Supt3;Kat6b;Naa38;Dr1;Phf10;Ak6;Ing4;Jade3;Epc1;Morf4l2;Naa16;Ing3;Zzz3;Naa30;Kansl1;Kansl2;Taf4;Taf9b;Naa35;Msl1;Rsf1;Kansl1l;Kat6a;Phf20;Tada2b;Naa15;Ep400;Hcfc1;Naa50;Epc2;Brpf3;Msl2;Ogt;Crebbp;Ep300;Trrap"
"MF"	"GO:0005244"	"voltage-gated ion channel activity"	163	-0.324223527097849	-1.54215297723383	0.00181484502446982	0.0221744339962516	0.017406584641121	2133	c("tags=23%", "list=15%", "signal=20%")	"Scn9a;Kcna3;Ptk2b;Kcna4;Scn3a;Clcn5;Kcnc1;Gpr89;Kcnq3;Kcnq2;Kcnc2;Kcnj6;Nalcn;Cacna1b;Cacna1c;Kcnip4;Clcn6;Kcnma1;Kcnh7;Il1rapl1;Kcnj3;Cacna1d;Kcnb2;Kcnd1;Kcnd3;Cacna2d1;Grin2a;Scn8a;Kcna2;Grin3a;Kcnj5;Scn2a;Cacnb2;Scn3b;Cacna1e;Grin2b"
"MF"	"GO:0022832"	"voltage-gated channel activity"	163	-0.324223527097849	-1.54215297723383	0.00181484502446982	0.0221744339962516	0.017406584641121	2133	c("tags=23%", "list=15%", "signal=20%")	"Scn9a;Kcna3;Ptk2b;Kcna4;Scn3a;Clcn5;Kcnc1;Gpr89;Kcnq3;Kcnq2;Kcnc2;Kcnj6;Nalcn;Cacna1b;Cacna1c;Kcnip4;Clcn6;Kcnma1;Kcnh7;Il1rapl1;Kcnj3;Cacna1d;Kcnb2;Kcnd1;Kcnd3;Cacna2d1;Grin2a;Scn8a;Kcna2;Grin3a;Kcnj5;Scn2a;Cacnb2;Scn3b;Cacna1e;Grin2b"
"BP"	"GO:0032944"	"regulation of mononuclear cell proliferation"	165	0.326371379001779	1.54900889034646	0.00182818950265382	0.0222420973701566	0.0174596993337071	3138	c("tags=36%", "list=21%", "signal=28%")	"H2-T23;Mif;Mapk8ip1;Slc4a1;Syk;Dhps;Ptprc;Irf1;Lrrc32;Rac2;Cd276;Inpp5d;Znhit1;Tcf3;Spta1;Igfbp2;Foxj1;Tgfbr2;Ceacam1;Gpam;Ticam1;Coro1a;Ccdc88b;H2-Ab1;Tnfsf9;Cd24a;Chrnb2;Cd38;Btla;Zbtb7b;Ido1;Tgfb1;Ctnnb1;Zfp335;Sash3;Cd59b;Carmil2;Icosl;Selenok;Jak3;Clcf1;Pkn1;Ptpn6;Erbb2;Sh3rf1;Lgals3;Cd300a;Cd81;Glmn;Mpl;Il20rb;Lyn;Mad1l1;Vav3;Tnfrsf14;Tirap;Prdm1;Mzb1;Pde5a"
"BP"	"GO:0098727"	"maintenance of cell number"	137	-0.340203021275404	-1.57855565544358	0.00182941702577445	0.0222420973701566	0.0174596993337071	2754	c("tags=29%", "list=19%", "signal=24%")	"Rtf1;Kdm4c;Bmpr1a;Mtf2;Mapk8;Gnl3;Bcl9l;Jmjd1c;Klf10;Med21;Nanos2;Tead3;Tet1;Foxo3;Pcm1;Hes1;Mcph1;Kat6a;Cnot1;Med6;Hook3;Lig4;Sfrp1;Stag2;Nipbl;Tead1;Cdh2;Braf;Arid1a;Kdm3a;Ldb2;Zfp706;Cdc73;Elavl1;Bcl9;Crebbp;Ddx6;Med14;Fgf10"
"MF"	"GO:0030165"	"PDZ domain binding"	109	-0.363062934685418	-1.62512984218417	0.00184300064808814	0.0223210974381828	0.0175217131542621	2826	c("tags=37%", "list=19%", "signal=30%")	"Cript;Cask;Adgrl2;Cftr;Sdc2;Atp2b2;Cacng3;Kidins220;Sntg2;Nsf;Tgfbr3;Sstr2;Atp2b1;Atp2b3;Rps6kb1;Slc22a4;Grid2;Srr;Lin7c;Gria1;Fzd4;Grik2;D230025D16Rik;Shisa6;Cxxc4;Ncoa2;Dlg2;Nlgn1;Gria2;Gria3;Cacna1d;Acvr2a;Shisa9;L1cam;Fzd3;Nos1ap;Crim1;Rapgef2;Atp2b4"
"BP"	"GO:0043484"	"regulation of RNA splicing"	119	-0.35436930395261	-1.60910735176853	0.00184498104332664	0.0223210974381828	0.0175217131542621	2762	c("tags=34%", "list=19%", "signal=28%")	"Ddx17;Hspa8;Hnrnpk;Rbm5;Brdt;Snw1;Jmjd6;Tia1;Nup98;Clk4;Rbm4;Hnrnpll;Hnrnph1;Srsf7;Fmr1;Ahnak;Mbnl2;Srsf3;Setx;Ern1;Son;Clk1;Khdrbs2;Ddx5;Hnrnpu;Srsf10;Srek1;Rbfox2;Zfp326;Ptbp2;Tra2b;Celf5;Mbnl1;Khdrbs1;Dyrk1a;Aff2;Srrm4;Polr2a;Celf2;Celf1"
"BP"	"GO:0002063"	"chondrocyte development"	39	0.494745333846288	1.80246829153129	0.00185276436385138	0.022360322861775	0.0175525044996447	2127	c("tags=44%", "list=14%", "signal=37%")	"Ecm1;Col27a1;Vwa1;Sfrp2;Matn4;Col11a1;Col6a1;Matn3;Rflna;Tgfbr2;Pthlh;Eif2ak3;Col6a2;Chst11;Rarg;Runx2;Col12a1"
"MF"	"GO:0019838"	"growth factor binding"	127	0.349697859989557	1.59643485968021	0.0018718474148802	0.022535395283301	0.0176899336184277	1969	c("tags=28%", "list=13%", "signal=24%")	"Htra4;Srpx2;Kazald1;Crlf2;Ptn;Cd109;Ltbp1;Il11ra1;Igfbp7;Lrrc32;Pdgfb;Acvrl1;Col1a2;Hyal2;Eng;Rps2;Fgfrl1;Col4a1;Col1a1;Col6a1;Igfbp2;Gpc1;Col2a1;Wfikkn2;Tgfbr2;Vegfa;Igfbp6;Cd36;Tek;Pdgfa;Itgb3;Htra1;Nrp1;Pcsk6;Il2rg"
"BP"	"GO:0006473"	"protein acetylation"	164	-0.323521007392444	-1.54000416404706	0.00189575391891066	0.0227675421871124	0.0178721653151218	3194	c("tags=32%", "list=22%", "signal=25%")	"Sin3a;Naa60;Ing4;Jade3;Epc1;Morf4l2;Arntl;Chek1;Chd5;Naa16;Mapk3;Ing3;Naa30;Atat1;Kansl1;Setd5;Kansl2;Ctcf;Taf9b;Prkaa2;Naa35;Msl1;Per1;Bmi1;Smad4;Clock;Kat6a;Phf20;Tada2b;Esco1;Naa15;Ep400;Hcfc1;Naa50;Nos1;Bloc1s1;Brpf3;Brd4;Msl2;Sirt1;Rps6ka5;Gsk3b;Ogt;Mecp2;Taok1;Zfp451;Ncoa1;Crebbp;Ep300;Kmt2a;Trrap"
"BP"	"GO:0060291"	"long-term synaptic potentiation"	88	-0.384677645214572	-1.65961346860696	0.00190835820289502	0.0228631527762897	0.0179472181355628	2046	c("tags=32%", "list=14%", "signal=28%")	"Ptk2b;Crtc1;Calb2;Plk2;Dbi;Creb1;Tnr;Slc8a2;Stau1;Reln;Nos1;Cpeb3;Braf;Tshz3;Prnp;Nlgn1;Lrrtm2;Nf1;Vamp2;Nlgn3;Rasgrf2;Grin2a;Mecp2;Calb1;Shisa7;Mapk1;Grin2b"
"BP"	"GO:0021954"	"central nervous system neuron development"	80	-0.396496433838274	-1.68150088322354	0.00194280857264283	0.0232193917759546	0.0182268601909669	1656	c("tags=28%", "list=11%", "signal=25%")	"Prkca;Rac3;Pafah1b1;Rac1;Arhgap35;Nanos1;Arhgef28;Plxna3;Slc4a10;Nin;Mycbp2;Dclk1;Dcx;Bhlhe22;Robo1;Plxna4;Cntn2;Nfib;Foxg1;Gnaq;Rapgef2"
"BP"	"GO:0050829"	"defense response to Gram-negative bacterium"	38	0.50098583330251	1.81372421126352	0.00195270123671078	0.0232811159553605	0.0182753127085561	4262	c("tags=55%", "list=29%", "signal=39%")	"Chga;Serpine1;Camp;Rarres2;Ltf;Elane;Optn;Lyz2;Lbp;Hmgb2;Romo1;Lyzl4;Mr1;Tfeb;Tnfrsf14;Ssc5d;Irgm2;Peli3;Tusc2;Adgrb1;Gsdmd"
"BP"	"GO:0043401"	"steroid hormone mediated signaling pathway"	108	-0.361775453785848	-1.61717910315472	0.00196268868115414	0.0233351076290727	0.0183176953298463	2473	c("tags=31%", "list=17%", "signal=26%")	"Kdm5d;Med1;Ncor1;Dnaja1;Trip4;Strn3;Jak2;Cnot9;Per1;Dyx1c1;Clock;Ptges3;Pias2;Gm42742;Cnot1;Ddx5;Lats1;Sfrp1;Med13;Ube3a;Ncor2;Rbfox2;Ncoa2;Arid1a;Kdm3a;Sirt1;Pgr;Crebrf;Med14;Ep300;Kmt2d;Ar"
"BP"	"GO:0030518"	"intracellular steroid hormone receptor signaling pathway"	101	-0.369951959403798	-1.63566445707613	0.00196670789318951	0.0233351076290727	0.0183176953298463	2473	c("tags=32%", "list=17%", "signal=27%")	"Kdm5d;Med1;Ncor1;Dnaja1;Trip4;Strn3;Jak2;Cnot9;Per1;Dyx1c1;Clock;Ptges3;Pias2;Gm42742;Cnot1;Ddx5;Lats1;Sfrp1;Med13;Ube3a;Ncor2;Rbfox2;Ncoa2;Arid1a;Kdm3a;Sirt1;Pgr;Med14;Ep300;Kmt2d;Ar"
"BP"	"GO:0030521"	"androgen receptor signaling pathway"	45	-0.471769302716145	-1.78012451093271	0.00197471549846298	0.0233737959481531	0.018348065056569	2390	c("tags=36%", "list=16%", "signal=30%")	"Med1;Ncor1;Dnaja1;Pias2;Ddx5;Sfrp1;Med13;Ube3a;Ncor2;Arid1a;Kdm3a;Sirt1;Med14;Ep300;Ar"
"BP"	"GO:0006333"	"chromatin assembly or disassembly"	129	0.346607749921996	1.5866672889608	0.00198811070430298	0.02347591632611	0.0184282279596126	2682	c("tags=29%", "list=18%", "signal=24%")	"Hist1h1c;Hist1h1e;Hist1h4k;Hist1h4j;Hist1h4h;Map1s;Hist1h4b;Hist1h3a;Hist1h4d;Hist1h3e;Hist1h3c;Hist2h4;Hist4h4;Mcm2;Hist1h4a;Hist1h2bf;Hist1h4c;Hist1h3d;Hist1h1d;Smarcd3;Hist1h3g;Chaf1b;Sirt6;Hist1h4f;H2afy2;Hist1h3f;Brd2;Hist1h2bp;Smarce1;H3f3b;Hist1h3b;Paf1;Asf1b;Hist2h3c2;Smarcc2;Tal1;H1fx"
"BP"	"GO:0034728"	"nucleosome organization"	118	0.354528700984224	1.60015802287729	0.00201286655878754	0.0237113754437078	0.0186130596924398	3219	c("tags=35%", "list=22%", "signal=27%")	"Hist1h1c;Hist1h1e;Hist1h4k;Hist1h4j;Hist1h4h;Hist1h4b;Hist1h3a;Hist1h4d;Hist1h3e;Hist1h3c;Hist2h4;Hist4h4;Mcm2;Hist1h4a;Hist1h2bf;Znhit1;Hist1h4c;Hist1h3d;Hist1h1d;Smarcd3;Hist1h3g;Chaf1b;Anp32e;Hist1h4f;H2afy2;Hist1h3f;Brd2;Hist1h2bp;Smarce1;Hist1h3b;Paf1;Asf1b;Hist2h3c2;Smarcc2;H1fx;Hist1h4i;Hist1h1a;Hist1h1b;H2afy;Sycp3;H1f0"
"BP"	"GO:0072657"	"protein localization to membrane"	483	-0.251845024136123	-1.35594463382376	0.00209136389731813	0.024577269284951	0.0192927728449998	2378	c("tags=22%", "list=16%", "signal=19%")	"Mpp5;Vamp3;Dusp18;Lin7a;Ift122;Akap5;Pex3;Macf1;Arl6;Arl13b;Rab11a;Lypla1;Map2k1;Syngap1;Epha3;Slc7a11;Nsf;Tm9sf2;Zdhhc20;Iqsec2;Nlgn2;Npc1;Glrb;Dpp6;Cemip;Lypd1;Ank2;Prkci;Gpr158;Camk2a;Hectd1;Ssr3;Lin7c;Lrp6;Pip5k1a;Lrp1;Fam126a;Mrap2;Rac1;Rtp4;Ubl4a;Nfasc;Rap2a;Sptbn1;Adam10;Fgf13;Cltc;Sec63;Appl1;Rab3b;Grik2;Lrrc4;Lztfl1;Arl5b;Reln;Csnk2a1;D230025D16Rik;Myo5a;Snx27;Dpp10;Cdh2;Shisa6;Myadm;Pkp2;Rab3c;P2ry1;Rab11fip2;Dlg2;Rab8b;Braf;Prnp;Nlgn1;Fcho2;Rapgef6;Kcnip4;Tnik;Arhgef9;Tub;Mgea5;Gpc4;Nup155;Nrxn1;Pacs1;Vamp2;Kcnb2;Afdn;Bag4;Arl6ip1;Gsk3b;Grin2a;Wnk3;Clip3;Ogt;Adam22;Lrrc7;Lrrtm4;Glra3;Fcer1g;Cacnb2;Zdhhc9;Shisa7;Ank3;Rapgef2;Ar;Htr1a;Scn3b;Grin2b"
"MF"	"GO:0017171"	"serine hydrolase activity"	93	0.379810836493217	1.64704787769485	0.00211512611686566	0.0247973357129679	0.0194655215567186	1864	c("tags=26%", "list=13%", "signal=23%")	"Htra4;Plau;Ache;Pamr1;Rhbdl1;Corin;Prss56;C1rl;Ltf;Elane;Gm10334;Prtn3;Hp;Pcsk9;Prss23;Tmprss5;Lipe;Clpp;Lonp1;Pcsk1;Mmp9;Htra1;Pcsk4;Pcsk6"
"MF"	"GO:0016627"	"oxidoreductase activity, acting on the CH-CH group of donors"	49	0.457801502223375	1.75536661914335	0.00213998233042112	0.0250291520071107	0.0196474937299822	5148	c("tags=59%", "list=35%", "signal=39%")	"Dus3l;Dus1l;Retsat;Mecr;Ppox;Acaa1a;Dus4l;Decr1;Ptgr2;Rsad1;Gcdh;Acadvl;Acadl;Sdhc;Akr1c18;Blvrb;Dhdh;Acad11;Acadm;Ivd;Blvra;Sdhb;Sdha;Dus2;Acad10;Cox15;Dhcr24;Acox1;Lbr"
"CC"	"GO:0030863"	"cortical cytoskeleton"	104	0.366568007487012	1.62085872668353	0.00215257617947351	0.0251167893548046	0.0197162876802862	2519	c("tags=36%", "list=17%", "signal=30%")	"Ank1;Epb42;Dcdc2a;Flna;Sptbn2;Cap1;Shroom3;Slc4a1;Rims1;Gypc;Cldn5;Sptbn5;Inpp5d;Myh9;Spta1;Sptbn4;Gsn;Hip1r;Akap13;Coro1a;Lancl2;Ppp1r9b;Lasp1;Llgl1;Llgl2;Nsmf;Maea;Myo1f;Tmod1;Rtkn;Rims4;Dmtn;Actb;Trpv4;Epb41;Pstpip1;Myo1e"
"BP"	"GO:0032941"	"secretion by tissue"	38	-0.491842433530359	-1.78962598543818	0.00219053607285561	0.0254569985926467	0.0199833466228138	2214	c("tags=37%", "list=15%", "signal=31%")	"Npr3;Wnk1;Nlrp6;Trpc1;Chrm1;Oprk1;Kcnma1;Tac1;Wnk3;Prkce;Celsr2;Chrm3;Fgf10"
"BP"	"GO:0050777"	"negative regulation of immune response"	104	0.366197809871978	1.61922181887197	0.00219207299010605	0.0254569985926467	0.0199833466228138	2888	c("tags=30%", "list=20%", "signal=24%")	"Adcyap1;H2-T23;Gpx1;Loxl3;Ptprc;Irf1;Tyro3;Cactin;Tap2;Ccr1;Inpp5d;Drd2;Foxj1;Ceacam1;Psmb4;Dhx58;Cuedc2;Fam3a;Hlx;Tgfb2;Zbtb7b;Stat6;Tgfb1;Pglyrp1;Cd59b;Jak3;Ptpn6;Apoa1;Lgals3;Cd300a;Il20rb"
"BP"	"GO:0003416"	"endochondral bone growth"	38	0.495979782290496	1.79560075283465	0.0022091165506223	0.0255945644594452	0.0200913336814491	3392	c("tags=55%", "list=23%", "signal=43%")	"Ecm1;Col27a1;Vwa1;Nppc;Matn4;Col6a1;Mmp13;Matn3;Tgfbr2;Evc;Ostn;Col6a2;Rarg;Por;Col12a1;Rara;Kdr;Thbs3;Col6a3;Col14a1;Thbs1"
"MF"	"GO:0001098"	"basal transcription machinery binding"	53	-0.444240726171147	-1.73563472132525	0.00223986968030951	0.0257903917310639	0.0202450550336625	3626	c("tags=43%", "list=25%", "signal=33%")	"Ikbkap;Ahr;Uri1;Nop58;Ago1;Rtf1;Scaf8;Ctdp1;Tbp;Supt4a;Hnrnpu;Wac;Znhit6;Zfp326;Brd4;Pcf11;Tcf4;Cdc73;Ago2;Crebbp;Dhx9;Ar"
"MF"	"GO:0001099"	"basal RNA polymerase II transcription machinery binding"	53	-0.444240726171147	-1.73563472132525	0.00223986968030951	0.0257903917310639	0.0202450550336625	3626	c("tags=43%", "list=25%", "signal=33%")	"Ikbkap;Ahr;Uri1;Nop58;Ago1;Rtf1;Scaf8;Ctdp1;Tbp;Supt4a;Hnrnpu;Wac;Znhit6;Zfp326;Brd4;Pcf11;Tcf4;Cdc73;Ago2;Crebbp;Dhx9;Ar"
"MF"	"GO:0016651"	"oxidoreductase activity, acting on NAD(P)H"	67	0.417751369908238	1.70411414057197	0.00224524362862883	0.0257903917310639	0.0202450550336625	4139	c("tags=46%", "list=28%", "signal=33%")	"Nox1;Nos3;mt-Nd4l;Cyb5r1;Ndufs7;Ndufs2;Ndor1;Ecsit;Cyb5r3;Pgk1;Cybb;Ndufa10;Por;Ndufc2;Ncf2;Akr1c18;mt-Nd3;Cyp2j6;Ndufb8;Ndufv1;Ndufa9;Rnls;Dcxr;Txnrd1;Ndufa13;Gmpr;Ndufs3;Cbr1;mt-Nd6;Nqo1;Gsr"
"BP"	"GO:0098868"	"bone growth"	39	0.489770318079908	1.78434319250498	0.00224696954764955	0.0257903917310639	0.0202450550336625	3392	c("tags=54%", "list=23%", "signal=42%")	"Ecm1;Col27a1;Vwa1;Nppc;Matn4;Col6a1;Mmp13;Matn3;Tgfbr2;Evc;Ostn;Col6a2;Rarg;Por;Col12a1;Rara;Kdr;Thbs3;Col6a3;Col14a1;Thbs1"
"CC"	"GO:0005753"	"mitochondrial proton-transporting ATP synthase complex"	20	0.607406091433299	1.87194544641765	0.00227484026665084	0.0260134046566301	0.0204201166999755	1669	c("tags=40%", "list=11%", "signal=36%")	"mt-Atp6;mt-Atp8;Atp5a1;Atp5g3;Ppif;Atp5b;Atp5g2;Atp5d"
"BP"	"GO:0002699"	"positive regulation of immune effector process"	164	0.32171857632751	1.52609235058099	0.00227696535479439	0.0260134046566301	0.0204201166999755	4457	c("tags=42%", "list=30%", "signal=30%")	"H2-T23;H2-D1;H60b;Mif;Syk;Shb;Ptprc;Irf1;Rac2;Tap2;Zc3hav1;Adora2b;Ceacam1;Gata2;Ticam1;Dhx58;Cd36;H2-T22;Tek;Mill2;Cd24a;Ddx21;Phb;Stx4a;Hlx;Lbp;Stat6;Tgfb1;Sema7a;Crhr1;Gprc5b;H2-T24;Nectin2;Rara;Fes;Sash3;Arid5a;Clcf1;Hk1;Pms2;H2-K1;Cd300a;Lyn;Stxbp2;Malt1;Tnfrsf14;Mzb1;C3;H2-M3;Myb;Il33;Hpx;Cd74;Pld2;Lamp1;Mlh1;Vav1;Kars;Cd1d1;Cd37;Gpi1;Nfkbiz;Ddx1;H2-M5;Stat5b;Fzd5;Btk;P2rx7;Mavs;Ddx58"
"MF"	"GO:0009055"	"electron transfer activity"	66	0.418861103728582	1.70344424677654	0.00228760747810996	0.0260744889403089	0.0204680669094049	4494	c("tags=48%", "list=31%", "signal=34%")	"Cox6a1;Glrx5;Xdh;Cox7a1;mt-Co3;mt-Co2;Aifm2;AA467197;mt-Co1;Cox6a2;Cyc1;Cybb;Por;Cox10;Cox4i2;Cox4i1;Sdhc;Etfa;Sh3bgrl3;Aox4;Fdx1;Txnrd1;Cycs;mt-Cytb;Glrx;Sdhb;Nqo1;Ndufa4l2;Gsr;Sdha;Etfdh;Fdx1l"
"BP"	"GO:0002040"	"sprouting angiogenesis"	106	0.363622905771277	1.61283896647766	0.00232649842271293	0.026456531716948	0.0207679645270497	3615	c("tags=40%", "list=25%", "signal=30%")	"Creb3l1;Srpx2;Nrarp;Ptgs2;E2f2;Sema5a;Pik3r2;Epn1;Ppp1r16b;Adgra2;E2f8;Ceacam1;Gata2;Vegfa;Dll1;Sema3e;Ephb4;Gpld1;Tek;Hdac5;Aplnr;Nrp1;Klf2;Akt1;Fgf1;Pkm;Itga5;Kdr;Hdac9;Otulin;Clec14a;Jmjd8;Pik3r3;Card10;Klf4;Cib1;Thbs1;Stard13;Itgb1bp1;Flt1;Itgb1;Notch1"
"BP"	"GO:0030048"	"actin filament-based movement"	97	-0.371638845154832	-1.63220764756924	0.00235289345043711	0.0266950399768487	0.0209551897890009	900	c("tags=19%", "list=6%", "signal=18%")	"Pkp2;Akap6;Cacna1c;Nup155;Dsg2;Stc1;Nedd4l;Cacna1d;Cacna2d1;Wasl;Ptger3;Wipf3;Kcnj5;Cacnb2;Ryr2;Wipf2;Scn3b"
"MF"	"GO:0030371"	"translation repressor activity"	22	-0.582955400223493	-1.85581244234279	0.00237433285305518	0.0268763562492959	0.0210975202333179	1525	c("tags=45%", "list=10%", "signal=41%")	"Fmr1;Cpeb4;Cpeb1;Eif4ebp2;Trim71;Cpeb3;Purb;Ireb2;Cpeb2"
